sentence_index sentence
600 "A brown dog is running through neck-deep water carrying a tennis ball ."
601 "A brown dog splashes in the water while carrying a ball in its mouth ."
602 "A brown dog swims through water outdoors with a tennis ball in its mouth ."
603 "A red dog , holding a ball , splashes through vegetation filled water ."
604 "Brown dog with tennis ball in mouth , in water and bushes ."
605 "Two brown dogs are creating large splashes as they run in a river ."
606 "Two brown dogs in the water ."
607 "Two brown dogs running through water ."
608 "Two brown dogs runs through the water ."
609 "Two dogs splash through the water ."
610 "A black dog runs into the ocean next to a pile of seaweed ."
611 "A black lav runs into the water on the beach , with swimmers in the distance and sea kelp in the foreground ."
612 "A dog at the shore of an ocean , with seaweed in foreground ."
613 "A dog is running in the waves at the beach ."
614 "A pile of seaweed sits on the sand , behind it a big black dog is running in the water ."
615 "A young boy runs while wearing sandals ."
616 "Little boy in a striped shirt and brown shorts is running ."
617 "The little boy , in a short sleeved shirt and shorts , is running outside ."
618 "The little boy is wearing a black pinstripe shirt and walking on a deck ."
619 "Young boy running outside on the pavement ."
620 "A brown and white dog stands outside while it snows ."
621 "A dog is looking at something near the water ."
622 "A furry dog attempts to dry itself by shaking the water off its coat ."
623 "A white and brown dog shaking its self dry ."
624 "The large brown and white dog shakes off water ."
625 "Two men are sitting on the ground and going through their backpacks ."
626 "Two men sitting in front of a railing are looking at something ."
627 "Two men with backpacks placed in front of them sitting in front of a railing ."
628 "Two men with backpacks are sitting on cardboard along a railing ."
629 "Two older men with backpacks sit at a bus station ."
630 "A boy is jumping on a bed ."
631 "A boy jumped up from the green bed ."
632 "A boy jumps from one bed to another ."
633 "A small child is jumping on a bed ."
634 "The boy in blue shorts is bouncing on the bed ."
635 "A child leaping from bed to bed behind the back of a man ."
636 "A man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room ."
637 "a man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background"
638 "A young child jumping on the bed as a man looks the other way ."
639 "Man standing in the bedroom with little boy jumping into bed ."
640 "A snowboarder sits on a slope with skiers and boarders nearby ."
641 "A snowboarder takes a rest on the mountainside ."
642 "Snowboarders sitting in the snow while skiers take the hill ."
643 "The snowboarder is sitting down ."
644 "Two skiers stand , two sit on slopes ."
645 "A girl in green walks down a city street ."
646 "A small child in green clothing walks past a store opening and a woman in pink pants ."
647 "A small child walks down a sidewalk ."
648 "A young boy is walking in front of some stores"
649 "The child in the green one piece suit is walking past a store window ."
650 "A boy dressed in soccer attire and holding his shoes getting out of a car ."
651 "A boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car ."
652 "A boy in glasses is wearing a red shirt ."
653 "A child getting out of the car wearing soccer shoes ."
654 "A young boy gets out of the van and prepares his shoes for wear during a soccer game ."
655 "A bridge through high green plants , a man and a woman on it ."
656 "A man and a woman are crossing over a rope bridge with greenery all over them ."
657 "A man and a woman are walking across a rope bridge ."
658 "A man and a woman crossing a suspension bridge in a tropical setting ."
659 "Woman and man walking across wooden rope bridge with a caution sign beside it ."
660 "A family gathered at a painted van"
661 "A girl climbing down from the side of a bright blue truck while others watch ."
662 "A man is helping a girl step down from a colorful truck whilst a woman and three children watch ."
663 "A very colorful bus is pulled off to the side of the road as its passengers load ."
664 "Two women and four children standing next to a brightly painted truck ."
665 "A blond woman poses with a person in a pink costume ."
666 "A smiling woman holds a person dressed in a pig costume ."
667 "A young woman hugs a young man who 's wearing a pink costume ."
668 "Blond embracing young man in pink costume , at event"
669 "Two people are hugging and one is wearing a pink-hooded stretch top ."
670 "A bicyclist riding on a city street ."
671 "A woman in a blue helmet and brown shorts rides her bike on a busy street ."
672 "A woman is riding a blue bike ."
673 "A woman is riding her bicycle in traffic"
674 "A woman wearing a blue helmet rides her bicycle in a parking lot ."
675 "A bicycle rider is crossing a street ."
676 "A bicyclist getting ready to cross a street ."
677 "A biker in spandex riding on a busy street ."
678 "A man in blue and white biking gear rides down a busy street ."
679 "a man wearing a helmet riding his bicycle down the street ."
680 "A lady wearing a helmet holding a bike ."
681 "A woman in a blue vest and a sky blue helmet stands with her bicycle in traffic ."
682 "A woman in a helmet rides her bike behind a car ."
683 "A woman with a helmet and a backpack walks next to her bike ."
684 "Women with bike and helmet wait for traffic ."
685 "A man in shorts is jogging along a street with a headset ."
686 "A person in blue shorts and wearing a Walkman jogs ."
687 "A woman in a white shirt and blue shorts is wearing headphones ."
688 "A woman walks on a street wearing headphones ."
689 "A woman wearing a white hat and shirt is jogging down a street with a plant store on the corner ."
690 "Bicyclists are standing at an intersection ."
691 "Bicyclists waiting at an intersection ."
692 "People on bicycles waiting at an intersection ."
693 "People waiting at a light on bikes ."
694 "three bikers stop in town ."
695 "A man without a shirt on is guiding a large brown horse pulling a green and yellow wagon ."
696 "A shirtless man escorts a horse pulling a carriage along a paved road ."
697 "A shirtless man leading a horse that is pulling a carriage ."
698 "Shirtless man leading a small horse-drawn covered wagon down a road"
699 "The shirtless man is walking the Shetland pony and carriage down the street ."
700 "A boy hits a ball off of a tee ball into to net ."
701 "A child practices hitting a baseball into a net , while two adult men watch ."
702 "A man holds a net while a boys bats a ball into it ."
703 "The man is holding the net for the boy playing baseball ."
704 "Three people put up a batting cage ."
705 "A small girl spins in the waves in the bright sun ."
706 "A young girl plays in shallow water ."
707 "A young girl wears a shirt and shorts as she plays in the ocean 's surf ."
708 "Girl running through the water near the shore ."
709 "The little girl splashes through the water ."
710 "A girl playing trumpet in a marching band ."
711 "A teenager plays her trumpet on the field at a game ."
712 "a young girl wearing a blue shirt marching in a band playing a trumpet"
713 "Girl playing the trumpet in a marching band"
714 "Girl wearing blue shirt and black shorts plays trumped outside ."
715 "A girl hands out Starbucks samples at a street fair ."
716 "An Asian girl in a green hat and apron is serving drinks on a tray ."
717 "a Starbucks barista offering up a tray of drinks"
718 "The waitress offers complimentary tea to the patrons ."
719 "Woman dressed in a green hat and apron is holding a try full of drink samples ."
720 "Three men are setting up a sledge on a snowy plain ."
721 "Three men loading items on a sled ."
722 "Three people and a sled ."
723 "Three people are standing in the snow preparing an ice fishing boat ."
